Month,Year,Zip Code,Customer Type,Monthly KWH Used
6,2014,"37228
(36.193837, -86.803025)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,44494
6,2014,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1340049
6,2014,"37152
(36.396526, -86.765833)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,36798
6,2014,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW                                                  ,3546825
6,2014,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW                                                  ,3851
6,2014,"37135
(35.946013, -86.661944)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,164061
6,2014,"37203
(36.150195, -86.790206)",COMCOMM > 50 KW                                                  ,78251031
6,2014,"37122
(36.187906, -86.500085)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,6302
6,2014,"37138
(36.239455, -86.611783)",OLMOLB METERED                                                   ,21447
6,2014,"37073
(36.42764, -86.812249)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,83097
6,2014,"37080
(36.331509, -86.915843)",OLMOLB METERED                                                   ,3640
6,2014,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1772490
6,2014,"37201
(36.164553, -86.776977)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,60111
6,2014,"37215
(36.091316, -86.827959)",COMCOMM > 50 KW                                                  ,5482153
6,2014,"37212
(36.133256, -86.801456)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1101863
6,2014,"37210
(36.140869, -86.738847)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2911476
6,2014,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1489603
6,2014,"37210
(36.140869, -86.738847)",OLMOLB METERED                                                   ,3593
6,2014,"37210
(36.140869, -86.738847)",SEASEAS > 50 KW                                                  ,0
6,2014,"37211
(36.069132, -86.724578)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,8395691
6,2014,"37015
(36.29003, -87.070106)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,68241
6,2014,"37076
(36.175185, -86.5933)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1238445
6,2014,"37216
(36.216134, -86.726204)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,733849
6,2014,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW                                                 ,0
6,2014,"37115
(36.262567, -86.704171)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6126984
6,2014,"37086
(36.014912, -86.5643)",OLMOLB METERED                                                   ,19053
6,2014,"37228
(36.193837, -86.803025)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,181717
6,2014,"37189
(36.279393, -86.826731)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,793434
6,2014,"37082
(36.08832, -87.117051)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2109
6,2014,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2285074
6,2014,"37152
(36.396526, -86.765833)",COMCOMM > 50 KW                                                  ,60120
6,2014,"37211
(36.069132, -86.724578)",COMCOMM > 50 KW                                                  ,19169433
6,2014,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3604244
6,2014,"37220
(36.06788, -86.776955)",OLMOLB METERED                                                   ,7283
6,2014,"37075
(36.323052, -86.60557)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,9005556
6,2014,"37215
(36.091316, -86.827959)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7815599
6,2014,"37072
(36.350389, -86.731255)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6483818
6,2014,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,230740
6,2014,"37080
(36.331509, -86.915843)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1363434
6,2014,"37217
(36.106646, -86.667608)",OLMOLB METERED                                                   ,739
6,2014,"37205
(36.112469, -86.867263)",SEASEAS > 50 KW                                                  ,24000
6,2014,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,621626
6,2014,"37219
(36.167467, -86.783669)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,34741
6,2014,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,29925
6,2014,"37207
(36.224945, -86.775061)",OLMOLB METERED                                                   ,4114
6,2014,"37207
(36.224945, -86.775061)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1716092
6,2014,"37201
(36.164553, -86.776977)",COMCOMM > 50 KW                                                  ,8489019
6,2014,"37075
(36.323052, -86.60557)",OLMOLB METERED                                                   ,86184
6,2014,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7891
6,2014,"37229
(36.166687, -86.779932)",COMCOMM > 50 KW                                                  ,1145950
6,2014,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW                                                  ,6148908
6,2014,"37216
(36.216134, -86.726204)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3606102
6,2014,"37086
(36.014912, -86.5643)",SEASEAS =< 50 KW                                                 ,6433
6,2014,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW                                                  ,28587635
6,2014,"37214
(36.168995, -86.667231)",OLMOLB METERED                                                   ,7457
6,2014,"37138
(36.239455, -86.611783)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,582281
6,2014,"37220
(36.06788, -86.776955)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,226571
6,2014,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW                                                  ,342000
6,2014,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW                                                  ,12978826
6,2014,"37072
(36.350389, -86.731255)",OLMOLB METERED                                                   ,19977
6,2014,"37208
(36.176427, -86.805176)",COMCOMM > 50 KW                                                  ,14730932
6,2014,"37212
(36.133256, -86.801456)",OLMOLB METERED                                                   ,79635
6,2014,"37221
(36.064367, -86.96029)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,7165531
6,2014,"37080
(36.331509, -86.915843)",COMCOMM > 50 KW                                                  ,415409
6,2014,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW                                                  ,13104078
6,2014,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4622204
6,2014,"37115
(36.262567, -86.704171)",OLMOLB METERED                                                   ,5568
6,2014,"37221
(36.064367, -86.96029)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1069712
6,2014,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW                                                  ,9447538
6,2014,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3488397
6,2014,"37066
(36.387698, -86.459057)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,520848
6,2014,"37189
(36.279393, -86.826731)",COMCOMM > 50 KW                                                  ,1658926
6,2014,"37208
(36.176427, -86.805176)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2008848
6,2014,"37204
(36.109305, -86.776748)",OLMOLB METERED                                                   ,11436
6,2014,"37227
(36.129798, -86.666977)",COMCOMM > 50 KW                                                  ,92360
6,2014,"37228
(36.193837, -86.803025)",COMCOMM > 50 KW                                                  ,5529903
6,2014,"37218
(36.210699, -86.866798)",OLMOLB METERED                                                   ,1520
6,2014,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5205
6,2014,"37207
(36.224945, -86.775061)",COMCOMM > 50 KW                                                  ,16032093
6,2014,"37202
(36.158527, -86.782923)",COMCOMM > 50 KW                                                  ,18100
6,2014,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1679873
6,2014,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,666529
6,2014,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,691145
6,2014,"37208
(36.176427, -86.805176)",OLMOLB METERED                                                   ,27271
6,2014,"37216
(36.216134, -86.726204)",OLMOLB METERED                                                   ,1160
6,2014,"37205
(36.112469, -86.867263)",OLMOLB METERED                                                   ,3875
6,2014,"37086
(36.014912, -86.5643)",COMCOMM > 50 KW                                                  ,21186543
6,2014,"37204
(36.109305, -86.776748)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2265405
6,2014,"37027
(36.00245, -86.778709)",COMCOMM > 50 KW                                                  ,12078889
6,2014,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW                                                  ,10677857
6,2014,"37207
(36.224945, -86.775061)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6760771
6,2014,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW                                                  ,8034424
6,2014,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW                                                  ,2628520
6,2014,"37209
(36.149599, -86.874487)",COMCOMM > 50 KW                                                  ,28760225
6,2014,"37216
(36.216134, -86.726204)",COMCOMM > 50 KW                                                  ,3440458
6,2014,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,574
6,2014,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,995326
6,2014,"37143
(36.12259, -87.03587)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,533324
6,2014,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2177253
6,2014,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW                                                  ,9837359
6,2014,"37135
(35.946013, -86.661944)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,4159
6,2014,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW                                                  ,30076372
6,2014,"37206
(36.18095, -86.739624)",OLMOLB METERED                                                   ,1709
6,2014,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,941331
6,2014,"37203
(36.150195, -86.790206)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,863095
6,2014,"37189
(36.279393, -86.826731)",OLMOLB METERED                                                   ,0
6,2014,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,447660
6,2014,"37013
(36.049335, -86.641832)",OLMOLB METERED                                                   ,6137
6,2014,"37203
(36.150195, -86.790206)",OLMOLB METERED                                                   ,31800
6,2014,"37237
",COMCOMM > 50 KW                                                  ,564000
6,2014,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW                                                  ,0
6,2014,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,146683
6,2014,"37221
",OLMOLB METERED                                                   ,12722
6,2014,"37221
",COMCOMM > 50 KW                                                  ,3943340
6,2014,"37220
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2697628
6,2014,"37219
",COMCOMM > 50 KW                                                  ,6328879
6,2014,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,605844
6,2014,"37215
",OLMOLB METERED                                                   ,4762
6,2014,"37215
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1285571
6,2014,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW                                                  ,374400
6,2014,"37027
(36.00245, -86.778709)",OLMOLB METERED                                                   ,41674
6,2014,"37214
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5655407
6,2014,"37211
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,3323930
6,2014,"37217
(36.106646, -86.667608)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3663349
6,2014,"37209
",OLMOLB METERED                                                   ,15860
6,2014,"37208
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1120347
6,2014,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1184501
6,2014,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1682189
6,2014,"37205
",COMCOMM > 50 KW                                                  ,11539222
6,2014,"37204
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1800392
6,2014,"37201
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,289769
6,2014,"37228
(36.193837, -86.803025)",OLMOLB METERED                                                   ,370
5,2014,"37219
(36.167467, -86.783669)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,23238
5,2014,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW                                                  ,24155253
5,2014,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1243024
5,2014,"37205
(36.112469, -86.867263)",SEASEAS > 50 KW                                                  ,9280
5,2014,"37209
(36.149599, -86.874487)",OLMOLB METERED                                                   ,16685
5,2014,"37072
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1397437
5,2014,"37135
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,3600
5,2014,"37189
",COMCOMM > 50 KW                                                  ,1638806
5,2014,"37189
",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,720435
5,2014,"37228
",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,169455
5,2014,"37237
",COMCOMM > 50 KW                                                  ,528000
5,2014,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2541649
5,2014,"37207
(36.224945, -86.775061)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5812087
5,2014,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW                                                  ,12575739
5,2014,"37015
(36.29003, -87.070106)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,58494
5,2014,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1773661
5,2014,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1285662
5,2014,"37066
(36.387698, -86.459057)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,367580
5,2014,"37215
(36.091316, -86.827959)",OLMOLB METERED                                                   ,8597
5,2014,"37209
(36.149599, -86.874487)",COMCOMM > 50 KW                                                  ,27101433
5,2014,"37086
(36.014912, -86.5643)",OLMOLB METERED                                                   ,19659
5,2014,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW                                                  ,11740477
5,2014,"37205
(36.112469, -86.867263)",COMCOMM > 50 KW                                                  ,10090580
5,2014,"37122
(36.187906, -86.500085)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,4601
5,2014,"37209
(36.149599, -86.874487)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3638083
5,2014,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW                                                  ,4222
5,2014,"37214
(36.168995, -86.667231)",OLMOLB METERED                                                   ,10517
5,2014,"37227
(36.129798, -86.666977)",COMCOMM > 50 KW                                                  ,72240
5,2014,"37076
(36.175185, -86.5933)",OLMOLB METERED                                                   ,0
5,2014,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,341
5,2014,"37211
(36.069132, -86.724578)",COMCOMM > 50 KW                                                  ,17251064
5,2014,"37208
(36.176427, -86.805176)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1852520
5,2014,"37203
(36.150195, -86.790206)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2236679
5,2014,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6189920
5,2014,"37138
(36.239455, -86.611783)",OLMOLB METERED                                                   ,22667
5,2014,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,766388
5,2014,"37203
(36.150195, -86.790206)",OLMOLB METERED                                                   ,32953
5,2014,"37243
(36.166899, -86.77672)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,86931
5,2014,"37221
(36.064367, -86.96029)",OLMOLB METERED                                                   ,17222
5,2014,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW                                                  ,7611871
5,2014,"37152
(36.396526, -86.765833)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,31682
5,2014,"37013
(36.049335, -86.641832)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6481489
5,2014,"37075
(36.323052, -86.60557)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6506306
5,2014,"37216
(36.216134, -86.726204)",COMCOMM > 50 KW                                                  ,2964194
5,2014,"37243
(36.166899, -86.77672)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,23596
5,2014,"37204
(36.109305, -86.776748)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1523469
5,2014,"37201
(36.164553, -86.776977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,212831
5,2014,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW                                                  ,355200
5,2014,"37115
(36.262567, -86.704171)",OLMOLB METERED                                                   ,4989
5,2014,"37069
(35.985493, -86.899213)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,6434
5,2014,"37221
(36.064367, -86.96029)",COMCOMM > 50 KW                                                  ,3253228
5,2014,"37203
(36.150195, -86.790206)",COMCOMM > 50 KW                                                  ,71592879
5,2014,"37212
(36.133256, -86.801456)",COMCOMM > 50 KW                                                  ,8483139
5,2014,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW                                                  ,8649203
5,2014,"37080
(36.331509, -86.915843)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1207511
5,2014,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,24563
5,2014,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,594840
5,2014,"37219
(36.167467, -86.783669)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,208568
5,2014,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW                                                  ,9702069
5,2014,"37221
(36.064367, -86.96029)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,835393
5,2014,"37115
(36.262567, -86.704171)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1443977
5,2014,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6943
5,2014,"37211
(36.069132, -86.724578)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6425458
5,2014,"37208
(36.176427, -86.805176)",OLMOLB METERED                                                   ,38255
5,2014,"37216
(36.216134, -86.726204)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,617539
5,2014,"37234
(36.159965, -86.783617)",COMCOMM > 50 KW                                                  ,40
5,2014,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,422490
5,2014,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2856635
5,2014,"37207
(36.224945, -86.775061)",OLMOLB METERED                                                   ,3634
5,2014,"37220
(36.06788, -86.776955)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1952029
5,2014,"37228
(36.193837, -86.803025)",OLMOLB METERED                                                   ,512
5,2014,"37013
(36.049335, -86.641832)",OLMOLB METERED                                                   ,5780
5,2014,"37228
(36.193837, -86.803025)",COMCOMM > 50 KW                                                  ,5285088
5,2014,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW                                                  ,120
5,2014,"37075
(36.323052, -86.60557)",OLMOLB METERED                                                   ,91495
5,2014,"37204
(36.109305, -86.776748)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1696583
5,2014,"37221
(36.064367, -86.96029)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4822552
5,2014,"37215
(36.091316, -86.827959)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1166098
5,2014,"37027
(36.00245, -86.778709)",OLMOLB METERED                                                   ,41845
5,2014,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW                                                  ,26633724
5,2014,"37073
(36.42764, -86.812249)",COMCOMM > 50 KW                                                  ,33080
5,2014,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,534141
5,2014,"37204
(36.109305, -86.776748)",COMCOMM > 50 KW                                                  ,14764522
5,2014,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW                                                  ,2925933
5,2014,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1053000
5,2014,"37080
(36.331509, -86.915843)",COMCOMM > 50 KW                                                  ,409642
5,2014,"37213
(36.167552, -86.767564)",COMCOMM > 50 KW                                                  ,2845544
5,2014,"37073
(36.42764, -86.812249)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,8938
5,2014,"37073
(36.42764, -86.812249)",OLMOLB METERED                                                   ,1200
5,2014,"37206
(36.18095, -86.739624)",OLMOLB METERED                                                   ,2675
5,2014,"37218
(36.210699, -86.866798)",OLMOLB METERED                                                   ,1400
5,2014,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,209647
5,2014,"37201
(36.164553, -86.776977)",COMCOMM > 50 KW                                                  ,7968896
5,2014,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW                                                  ,9134977
5,2014,"37072
(36.350389, -86.731255)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5193839
5,2014,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3223805
5,2014,"37076
(36.175185, -86.5933)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,925235
5,2014,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1234541
5,2014,"37072
(36.350389, -86.731255)",OLMOLB METERED                                                   ,25522
5,2014,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,125458
5,2014,"37211
(36.069132, -86.724578)",OLMOLB METERED                                                   ,26640
5,2014,"37086
(36.014912, -86.5643)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2391152
5,2014,"37207
(36.224945, -86.775061)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1498764
5,2014,"37206
(36.18095, -86.739624)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,847780
5,2014,"37204
(36.109305, -86.776748)",OLMOLB METERED                                                   ,8504
5,2014,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3432
5,2014,"37152
(36.396526, -86.765833)",COMCOMM > 50 KW                                                  ,53520
5,2014,"37143
(36.12259, -87.03587)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,414510
5,2014,"37138
(36.239455, -86.611783)",COMCOMM > 50 KW                                                  ,22113963
5,2014,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,971464
5,2014,"37220
(36.06788, -86.776955)",COMCOMM > 50 KW                                                  ,1611029
5,2014,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,1298819
5,2014,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW                                                 ,0
5,2014,"37207
(36.224945, -86.775061)",COMCOMM > 50 KW                                                  ,15708151
5,2014,"37228
(36.193837, -86.803025)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,43132
5,2014,"37205
(36.112469, -86.867263)",OLMOLB METERED                                                   ,4159
5,2014,"37213
(36.167552, -86.767564)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,742
5,2014,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,42269
5,2014,"37215
(36.091316, -86.827959)",COMCOMM > 50 KW                                                  ,4722054
5,2014,"37212
(36.133256, -86.801456)",OLMOLB METERED                                                   ,59592
5,2014,"37205
(36.112469, -86.867263)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,6126148
5,2014,"37217
(36.106646, -86.667608)",OLMOLB METERED                                                   ,2548
5,2014,"37208
(36.176427, -86.805176)",COMCOMM > 50 KW                                                  ,14497982
5,2014,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,407081
5,2014,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1128438
5,2014,"37027
(36.00245, -86.778709)",COMCOMM > 50 KW                                                  ,11013345
5,2014,"37069
(35.985493, -86.899213)",COMCOMM > 50 KW                                                  ,59800
5,2014,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,3282338
5,2014,"37219
(36.167467, -86.783669)",COMCOMM > 50 KW                                                  ,5889448
5,2014,"37115
(36.262567, -86.704171)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4900747
5,2014,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW                                                  ,370500
5,2014,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,430279
5,2014,"37086
(36.014912, -86.5643)",SEASEAS =< 50 KW                                                 ,4456
5,2014,"37220
(36.06788, -86.776955)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,196333
5,2014,"37210
(36.140869, -86.738847)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2297382
5,2014,"37216
(36.216134, -86.726204)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2682417
5,2014,"37086
(36.014912, -86.5643)",COMCOMM > 50 KW                                                  ,20304123
5,2014,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW                                                  ,2401500
5,2014,"37143
(36.12259, -87.03587)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,21966
5,2014,"37066
(36.387698, -86.459057)",COMCOMM > 50 KW                                                  ,595746
5,2014,"37208
(36.176427, -86.805176)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,929803
5,2014,"37212
(36.133256, -86.801456)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,882043
5,2014,"37082
(36.08832, -87.117051)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,2542
5,2014,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW                                                  ,7351697
5,2014,"37135
(35.946013, -86.661944)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,134329
5,2014,"37216
(36.216134, -86.726204)",OLMOLB METERED                                                   ,2468
5,2014,"37201
(36.164553, -86.776977)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,44509
5,2014,"37229
(36.166687, -86.779932)",COMCOMM > 50 KW                                                  ,1020250
5,2014,"37215
(36.091316, -86.827959)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,5659424
5,2014,"37076
(36.175185, -86.5933)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4213624
5,2014,"37080
(36.331509, -86.915843)",OLMOLB METERED                                                   ,5160
5,2014,"37214
(36.168995, -86.667231)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,4036066
5,2014,"37210
(36.140869, -86.738847)",OLMOLB METERED                                                   ,4620
5,2014,"37203
(36.150195, -86.790206)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,723578
5,2014,"37217
(36.106646, -86.667608)",RESRESIDENTIAL                SRSRESID. SUPPL.                   ,2792907
5,2014,"37220
(36.06788, -86.776955)",OLMOLB METERED                                                   ,8538
5,2014,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE                    ,1930088
